,tangram nr,item,grid_val,rot,counts,strength
64,1,SMALL-T,9.0,315.0,20,0.017467248908296942
65,1,SMALL-T,11.0,45.0,44,0.03842794759825328
66,1,SMALL-T,11.0,315.0,10,0.008733624454148471
67,1,SMALL-T,12.0,45.0,23,0.020087336244541485
68,1,SMALL-T,12.0,135.0,4,0.0034934497816593887
69,1,SMALL-T,12.0,315.0,26,0.022707423580786028
70,1,SMALL-T,14.0,45.0,10,0.008733624454148471
73,1,SMALL-T,17.0,0.0,9,0.007860262008733625
75,1,SMALL-T,19.0,45.0,6,0.005240174672489083
76,1,SMALL-T,19.0,135.0,9,0.007860262008733625
78,1,SMALL-T,22.0,0.0,12,0.010480349344978166
80,1,SMALL-T,24.0,225.0,6,0.005240174672489083
81,1,SQUARE,1.0,0.0,10,0.008733624454148471
83,1,SQUARE,3.0,0.0,20,0.017467248908296942
84,1,SQUARE,4.0,0.0,6,0.005240174672489083
86,1,SQUARE,8.0,0.0,21,0.01834061135371179
87,1,SQUARE,11.0,0.0,50,0.043668122270742356
88,1,SQUARE,11.0,45.0,6,0.005240174672489083
89,1,SQUARE,12.0,0.0,44,0.03842794759825328
91,1,SQUARE,14.0,45.0,4,0.0034934497816593887
93,1,SQUARE,22.0,45.0,4,0.0034934497816593887
95,2,BIG-T,2.0,0.0,89,0.07002360346184107
97,2,BIG-T,12.0,180.0,93,0.07317073170731707
98,2,BIG-T,13.0,0.0,184,0.14476789929189615
101,2,MIDDLE-T,6.0,225.0,74,0.058221872541306056
102,2,MIDDLE-T,6.0,315.0,38,0.02989771833202203
103,2,MIDDLE-T,8.0,45.0,43,0.03383162863886703
104,2,MIDDLE-T,8.0,135.0,24,0.01888276947285602
106,2,MIDDLE-T,19.0,225.0,4,0.003147128245476003
107,2,PARALL,11.0,45.0,6,0.004720692368214005
109,2,PARALL,16.0,45.0,168,0.13217938630999213
110,2,PARALL,16.0,90.0,6,0.004720692368214005
113,2,SMALL-T,1.0,0.0,18,0.014162077104642014
114,2,SMALL-T,1.0,315.0,4,0.003147128245476003
115,2,SMALL-T,2.0,135.0,6,0.004720692368214005
116,2,SMALL-T,3.0,0.0,60,0.04720692368214005
117,2,SMALL-T,5.0,90.0,59,0.046420141620771044
121,2,SMALL-T,9.0,225.0,6,0.004720692368214005
122,2,SMALL-T,9.0,270.0,96,0.07553107789142408
123,2,SMALL-T,11.0,180.0,40,0.03147128245476003
124,2,SMALL-T,13.0,180.0,42,0.03304484657749803
125,2,SMALL-T,14.0,135.0,4,0.003147128245476003
126,2,SMALL-T,17.0,315.0,4,0.003147128245476003
128,2,SMALL-T,21.0,135.0,6,0.004720692368214005
129,2,SMALL-T,21.0,315.0,5,0.003933910306845004
131,2,SMALL-T,22.0,315.0,6,0.004720692368214005
132,2,SQUARE,21.0,0.0,6,0.004720692368214005
133,2,SQUARE,22.0,0.0,174,0.13690007867820614
134,2,SQUARE,24.0,0.0,6,0.004720692368214005
136,3,BIG-T,8.0,0.0,89,0.07337180544105523
139,3,BIG-T,11.0,135.0,122,0.10057708161582853
140,3,BIG-T,13.0,225.0,17,0.014014839241549877
141,3,BIG-T,15.0,135.0,8,0.006595218466611707
142,3,BIG-T,17.0,90.0,77,0.06347897774113767
144,3,BIG-T,18.0,225.0,37,0.030502885408079144
145,3,BIG-T,23.0,225.0,12,0.00989282769991756
149,3,MIDDLE-T,6.0,180.0,107,0.08821104699093157
150,3,MIDDLE-T,7.0,180.0,29,0.023907666941467436
151,3,MIDDLE-T,12.0,90.0,6,0.00494641384995878
153,3,MIDDLE-T,12.0,225.0,8,0.006595218466611707
155,3,MIDDLE-T,16.0,135.0,4,0.0032976092333058533
156,3,MIDDLE-T,17.0,225.0,4,0.0032976092333058533
159,3,MIDDLE-T,24.0,90.0,6,0.00494641384995878
161,3,PARALL,1.0,135.0,25,0.020610057708161583
162,3,PARALL,2.0,45.0,111,0.09150865622423743
163,3,PARALL,3.0,45.0,5,0.004122011541632316
164,3,PARALL,6.0,90.0,5,0.004122011541632316
165,3,PARALL,8.0,90.0,21,0.01731244847485573
169,3,PARALL,17.0,0.0,9,0.00741962077493817
171,3,SMALL-T,1.0,45.0,35,0.028854080791426217
172,3,SMALL-T,2.0,225.0,6,0.00494641384995878
173,3,SMALL-T,2.0,315.0,6,0.00494641384995878
174,3,SMALL-T,3.0,315.0,39,0.03215169002473207
175,3,SMALL-T,4.0,315.0,4,0.0032976092333058533
176,3,SMALL-T,5.0,0.0,4,0.0032976092333058533
177,3,SMALL-T,7.0,0.0,23,0.018961253091508656
178,3,SMALL-T,8.0,315.0,6,0.00494641384995878
179,3,SMALL-T,9.0,0.0,37,0.030502885408079144
180,3,SMALL-T,10.0,135.0,37,0.030502885408079144
181,3,SMALL-T,12.0,90.0,36,0.02967848309975268
182,3,SMALL-T,13.0,0.0,5,0.004122011541632316
183,3,SMALL-T,14.0,45.0,6,0.00494641384995878
184,3,SMALL-T,14.0,225.0,5,0.004122011541632316
185,3,SMALL-T,16.0,135.0,36,0.02967848309975268
186,3,SMALL-T,17.0,135.0,6,0.00494641384995878
189,3,SMALL-T,22.0,90.0,45,0.03709810387469085
191,3,SQUARE,2.0,0.0,36,0.02967848309975268
193,3,SQUARE,7.0,0.0,6,0.00494641384995878
194,3,SQUARE,11.0,0.0,43,0.03544929925803792
195,3,SQUARE,12.0,0.0,13,0.010717230008244023
197,3,SQUARE,13.0,45.0,29,0.023907666941467436
198,3,SQUARE,17.0,45.0,39,0.03215169002473207
200,3,SQUARE,24.0,0.0,5,0.004122011541632316
201,3,SQUARE,24.0,45.0,4,0.0032976092333058533
202,4,BIG-T,7.0,45.0,144,0.11483253588516747
203,4,BIG-T,7.0,90.0,10,0.007974481658692184
204,4,BIG-T,8.0,225.0,6,0.004784688995215311
205,4,BIG-T,8.0,270.0,15,0.011961722488038277
207,4,BIG-T,12.0,135.0,96,0.07655502392344497
208,4,BIG-T,13.0,0.0,4,0.003189792663476874
209,4,BIG-T,13.0,270.0,31,0.024720893141945772
210,4,BIG-T,17.0,135.0,49,0.03907496012759171
212,4,MIDDLE-T,7.0,135.0,4,0.003189792663476874
213,4,MIDDLE-T,7.0,225.0,83,0.06618819776714513
214,4,MIDDLE-T,8.0,135.0,9,0.007177033492822967
215,4,MIDDLE-T,8.0,225.0,75,0.05980861244019139
218,4,PARALL,9.0,135.0,6,0.004784688995215311
219,4,PARALL,11.0,45.0,12,0.009569377990430622
220,4,PARALL,11.0,90.0,150,0.11961722488038277
221,4,PARALL,11.0,135.0,6,0.004784688995215311
222,4,PARALL,12.0,90.0,9,0.007177033492822967
225,4,SMALL-T,2.0,90.0,6,0.004784688995215311
226,4,SMALL-T,2.0,135.0,170,0.13556618819776714
228,4,SMALL-T,11.0,0.0,10,0.007974481658692184
229,4,SMALL-T,12.0,270.0,4,0.003189792663476874
230,4,SMALL-T,17.0,270.0,5,0.003987240829346092
232,4,SMALL-T,23.0,0.0,169,0.13476874003189793
235,4,SQUARE,23.0,0.0,175,0.13955342902711323
236,4,SQUARE,23.0,45.0,6,0.004784688995215311
