,tangram nr,item,grid_val,rot,counts
199,3,MIDDLE-T,7.0,180.0,7
200,3,MIDDLE-T,12.0,90.0,1
201,3,MIDDLE-T,12.0,135.0,1
202,3,MIDDLE-T,12.0,225.0,3
203,3,MIDDLE-T,12.0,270.0,1
204,3,MIDDLE-T,14.0,180.0,1
205,3,MIDDLE-T,15.0,0.0,1
206,3,MIDDLE-T,16.0,135.0,2
207,3,MIDDLE-T,17.0,90.0,1
208,3,MIDDLE-T,17.0,225.0,1
209,3,MIDDLE-T,19.0,0.0,1
210,3,MIDDLE-T,19.0,315.0,1
211,3,MIDDLE-T,22.0,225.0,1
212,3,MIDDLE-T,23.0,90.0,1
213,3,MIDDLE-T,24.0,90.0,2
214,3,MIDDLE-T,24.0,225.0,1
215,3,PARALL,1.0,90.0,1
216,3,PARALL,1.0,135.0,4
217,3,PARALL,2.0,45.0,30
218,3,PARALL,2.0,90.0,1
219,3,PARALL,3.0,45.0,1
220,3,PARALL,6.0,90.0,2
221,3,PARALL,8.0,90.0,11
222,3,PARALL,9.0,90.0,2
223,3,PARALL,11.0,45.0,1
224,3,PARALL,12.0,0.0,5
225,3,PARALL,12.0,45.0,1
226,3,PARALL,13.0,45.0,1
227,3,PARALL,14.0,90.0,1
228,3,PARALL,17.0,0.0,2
229,3,PARALL,17.0,135.0,2
230,3,PARALL,19.0,90.0,1
231,3,PARALL,24.0,0.0,2
232,3,SMALL-T,1.0,45.0,10
233,3,SMALL-T,2.0,225.0,1
234,3,SMALL-T,2.0,315.0,1
235,3,SMALL-T,3.0,315.0,13
236,3,SMALL-T,4.0,90.0,1
237,3,SMALL-T,4.0,315.0,1
238,3,SMALL-T,5.0,0.0,1
239,3,SMALL-T,7.0,0.0,4
240,3,SMALL-T,8.0,315.0,1
241,3,SMALL-T,9.0,0.0,7
242,3,SMALL-T,10.0,135.0,6
243,3,SMALL-T,12.0,90.0,6
244,3,SMALL-T,12.0,135.0,1
245,3,SMALL-T,12.0,225.0,1
246,3,SMALL-T,13.0,0.0,1
247,3,SMALL-T,14.0,0.0,1
248,3,SMALL-T,14.0,45.0,1
249,3,SMALL-T,14.0,225.0,1
250,3,SMALL-T,16.0,135.0,6
251,3,SMALL-T,17.0,90.0,1
252,3,SMALL-T,17.0,135.0,2
253,3,SMALL-T,19.0,45.0,1
254,3,SMALL-T,19.0,225.0,1
255,3,SMALL-T,22.0,90.0,9
256,3,SMALL-T,22.0,225.0,1
257,3,SMALL-T,24.0,225.0,1
258,3,SQUARE,2.0,0.0,18
259,3,SQUARE,4.0,0.0,3
260,3,SQUARE,7.0,0.0,4
261,3,SQUARE,11.0,0.0,7
262,3,SQUARE,12.0,0.0,9
263,3,SQUARE,13.0,0.0,3
264,3,SQUARE,13.0,45.0,6
265,3,SQUARE,14.0,0.0,1
266,3,SQUARE,17.0,45.0,10
267,3,SQUARE,19.0,0.0,1
268,3,SQUARE,19.0,45.0,1
269,3,SQUARE,24.0,0.0,2
270,3,SQUARE,24.0,45.0,1
271,4,BIG-T,7.0,45.0,25
272,4,BIG-T,7.0,90.0,9
273,4,BIG-T,7.0,135.0,1
274,4,BIG-T,8.0,45.0,1
275,4,BIG-T,8.0,90.0,1
276,4,BIG-T,8.0,135.0,1
277,4,BIG-T,8.0,225.0,1
278,4,BIG-T,8.0,270.0,7
279,4,BIG-T,9.0,90.0,3
280,4,BIG-T,9.0,180.0,1
281,4,BIG-T,10.0,225.0,1
282,4,BIG-T,12.0,45.0,1
283,4,BIG-T,12.0,135.0,17
284,4,BIG-T,12.0,180.0,1
285,4,BIG-T,13.0,0.0,1
286,4,BIG-T,13.0,180.0,1
287,4,BIG-T,13.0,270.0,42
288,4,BIG-T,14.0,90.0,3
289,4,BIG-T,14.0,180.0,1
290,4,BIG-T,17.0,135.0,12
291,4,BIG-T,19.0,90.0,1
292,4,MIDDLE-T,3.0,225.0,1
293,4,MIDDLE-T,7.0,135.0,1
294,4,MIDDLE-T,7.0,225.0,14
295,4,MIDDLE-T,8.0,135.0,3
296,4,MIDDLE-T,8.0,225.0,14
297,4,MIDDLE-T,9.0,270.0,1
298,4,MIDDLE-T,12.0,180.0,1
299,4,MIDDLE-T,12.0,270.0,1
300,4,MIDDLE-T,13.0,270.0,1
301,4,MIDDLE-T,14.0,270.0,1
302,4,PARALL,7.0,135.0,1
303,4,PARALL,9.0,135.0,1
304,4,PARALL,11.0,45.0,2
305,4,PARALL,11.0,90.0,43
306,4,PARALL,11.0,135.0,1
307,4,PARALL,12.0,90.0,3
308,4,PARALL,13.0,45.0,1
309,4,PARALL,14.0,90.0,1
310,4,SMALL-T,2.0,90.0,1
311,4,SMALL-T,2.0,135.0,32
312,4,SMALL-T,11.0,0.0,3
313,4,SMALL-T,12.0,180.0,1
314,4,SMALL-T,12.0,270.0,1
315,4,SMALL-T,17.0,270.0,1
316,4,SMALL-T,18.0,270.0,1
317,4,SMALL-T,23.0,0.0,37
318,4,SQUARE,8.0,0.0,1
319,4,SQUARE,10.0,45.0,1
320,4,SQUARE,12.0,45.0,2
321,4,SQUARE,23.0,0.0,38
322,4,SQUARE,23.0,45.0,1
