,sid,tangram nr,step,small triangle,middle triangle,big triangle,square,parallelogram
453,101450,1,6,"{(1.0, 225.0)}","{(14.0, 45.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(3.0, 0.0)}","{(6.0, 135.0)}"
454,101450,1,7,"{(1.0, 225.0)}","{(14.0, 45.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(8.0, 0.0)}","{(6.0, 135.0)}"
455,101450,1,8,"{(4.0, 315.0)}","{(14.0, 45.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(8.0, 0.0)}","{(6.0, 135.0)}"
456,101450,1,9,"{(4.0, 315.0), (2.0, 225.0)}","{(14.0, 45.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(8.0, 0.0)}","{(6.0, 135.0)}"
457,101450,1,10,"{(4.0, 315.0), (2.0, 225.0)}","{(14.0, 45.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(8.0, 0.0)}","{(6.0, 135.0)}"
458,101450,1,11,"{(4.0, 315.0), (2.0, 225.0)}","{(14.0, 45.0)}","{(17.0, 0.0), (7.0, 135.0)}","{(8.0, 0.0)}",set()
459,101450,1,12,"{(4.0, 315.0), (2.0, 225.0)}","{(11.0, 315.0)}","{(17.0, 0.0), (7.0, 135.0)}","{(8.0, 0.0)}",set()
460,101450,1,13,"{(4.0, 315.0), (5.0, 45.0)}","{(11.0, 315.0)}","{(17.0, 0.0), (7.0, 135.0)}","{(8.0, 0.0)}",set()
461,101450,1,14,"{(4.0, 315.0), (5.0, 45.0)}","{(11.0, 315.0)}","{(17.0, 0.0), (14.0, 135.0)}","{(8.0, 0.0)}",set()
462,101450,1,15,"{(4.0, 315.0), (5.0, 45.0)}","{(11.0, 315.0)}","{(17.0, 0.0), (14.0, 135.0)}","{(2.0, 0.0)}",set()
463,101450,1,16,"{(4.0, 315.0), (5.0, 45.0)}","{(8.0, 315.0)}","{(17.0, 0.0), (14.0, 135.0)}","{(2.0, 0.0)}",set()
464,101450,2,1,set(),set(),"{(2.0, 0.0)}",set(),set()
465,101450,2,2,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}",set(),set()
466,101450,2,3,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}",set()
467,101450,2,4,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
468,101450,2,5,set(),"{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
469,101450,2,6,"{(9.0, 270.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
470,101450,2,7,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
471,101450,2,8,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
472,101450,2,9,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
473,101450,2,10,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
474,101450,2,11,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
475,101450,2,12,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
476,101450,2,13,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
477,101450,2,14,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
478,101450,2,15,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
479,101450,2,16,"{(9.0, 270.0), (13.0, 180.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
480,101450,3,1,set(),set(),set(),set(),"{(2.0, 45.0)}"
481,101450,3,2,set(),"{(6.0, 180.0)}",set(),set(),"{(2.0, 45.0)}"
482,101450,3,3,set(),"{(6.0, 180.0)}","{(11.0, 135.0)}",set(),"{(2.0, 45.0)}"
483,101450,3,4,set(),"{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}",set(),"{(2.0, 45.0)}"
484,101450,3,5,set(),"{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(7.0, 0.0)}","{(2.0, 45.0)}"
485,101450,3,6,set(),"{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(7.0, 0.0)}","{(2.0, 45.0)}"
486,101450,3,7,set(),"{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(7.0, 0.0)}","{(2.0, 45.0)}"
487,101450,3,8,"{(9.0, 0.0)}","{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(7.0, 0.0)}","{(2.0, 45.0)}"
488,101450,3,9,"{(9.0, 0.0)}","{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(7.0, 0.0)}","{(3.0, 45.0)}"
489,101450,3,10,"{(9.0, 0.0)}","{(6.0, 180.0)}","{(15.0, 135.0), (18.0, 225.0)}","{(7.0, 0.0)}","{(3.0, 45.0)}"
490,101450,3,11,"{(9.0, 0.0)}","{(6.0, 180.0)}","{(23.0, 225.0), (15.0, 135.0)}","{(7.0, 0.0)}","{(3.0, 45.0)}"
491,101450,3,12,"{(9.0, 0.0)}","{(6.0, 180.0)}","{(23.0, 225.0), (15.0, 135.0)}","{(12.0, 0.0)}","{(3.0, 45.0)}"
492,101450,3,13,"{(9.0, 0.0)}","{(1.0, 225.0)}","{(23.0, 225.0), (15.0, 135.0)}","{(12.0, 0.0)}","{(3.0, 45.0)}"
493,101450,3,14,"{(9.0, 0.0)}","{(1.0, 225.0)}","{(23.0, 225.0), (15.0, 135.0)}","{(13.0, 0.0)}","{(3.0, 45.0)}"
494,101450,3,15,"{(9.0, 0.0)}","{(12.0, 225.0)}","{(23.0, 225.0), (15.0, 135.0)}","{(13.0, 0.0)}","{(3.0, 45.0)}"
495,101450,3,16,"{(9.0, 0.0)}","{(12.0, 225.0)}","{(15.0, 135.0)}","{(13.0, 45.0)}","{(3.0, 45.0)}"
496,101450,4,1,"{(2.0, 135.0)}",set(),set(),set(),set()
497,101450,4,2,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),set()
498,101450,4,3,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),"{(11.0, 90.0)}"
499,101450,4,4,"{(2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
500,101450,4,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
501,101450,4,6,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 270.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
502,101450,4,7,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 270.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
503,101450,4,8,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(10.0, 45.0)}","{(11.0, 90.0)}"
504,101450,4,9,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(10.0, 45.0)}","{(7.0, 135.0)}"
505,101450,4,10,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(8.0, 0.0)}","{(7.0, 135.0)}"
506,101450,4,11,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(8.0, 0.0)}","{(9.0, 135.0)}"
507,101450,4,12,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 90.0)}",set(),set()
508,101450,4,13,"{(17.0, 270.0), (2.0, 135.0)}",set(),"{(7.0, 90.0)}",set(),set()
509,101450,4,14,"{(17.0, 270.0), (2.0, 135.0)}",set(),"{(8.0, 270.0)}",set(),set()
510,101450,4,15,"{(2.0, 135.0)}","{(7.0, 225.0)}","{(8.0, 270.0)}",set(),set()
511,101450,4,16,"{(2.0, 135.0)}","{(7.0, 225.0)}","{(8.0, 270.0)}","{(23.0, 0.0)}",set()
512,102644,1,1,set(),set(),"{(17.0, 0.0)}",set(),set()
513,102644,1,2,set(),set(),"{(17.0, 0.0), (7.0, 45.0)}",set(),set()
514,102644,1,3,set(),"{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}",set(),set()
515,102644,1,4,"{(8.0, 225.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}",set(),set()
516,102644,1,5,"{(8.0, 225.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}",set()
517,102644,1,6,"{(8.0, 225.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}",set()
518,102644,1,7,"{(12.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}",set()
519,102644,1,8,"{(12.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
520,102644,1,9,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
521,102644,1,10,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
522,102644,1,11,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
523,102644,1,12,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
524,102644,1,13,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
525,102644,1,14,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
526,102644,1,15,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
527,102644,1,16,"{(12.0, 315.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (7.0, 45.0)}","{(11.0, 0.0)}","{(4.0, 45.0)}"
528,102644,2,1,set(),set(),set(),"{(17.0, 0.0)}",set()
529,102644,2,2,set(),set(),"{(13.0, 0.0)}","{(17.0, 0.0)}",set()
530,102644,2,3,set(),set(),"{(13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
531,102644,2,4,set(),set(),"{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
532,102644,2,5,"{(5.0, 90.0)}",set(),"{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
533,102644,2,6,"{(1.0, 0.0), (5.0, 90.0)}",set(),"{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
534,102644,2,7,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
535,102644,2,8,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
536,102644,2,9,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
537,102644,2,10,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
538,102644,2,11,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
539,102644,2,12,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
540,102644,2,13,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
541,102644,2,14,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
542,102644,2,15,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
543,102644,2,16,"{(1.0, 0.0), (5.0, 90.0)}","{(8.0, 135.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
544,102644,3,1,set(),set(),"{(11.0, 135.0)}",set(),set()
545,102644,3,2,set(),"{(7.0, 180.0)}","{(11.0, 135.0)}",set(),set()
546,102644,3,3,set(),"{(7.0, 180.0)}","{(11.0, 135.0)}",set(),"{(1.0, 90.0)}"
547,102644,3,4,set(),"{(7.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}",set(),"{(1.0, 90.0)}"
548,102644,3,5,set(),"{(7.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(1.0, 90.0)}"
549,102644,3,6,set(),"{(7.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(1.0, 90.0)}"
550,102644,3,7,set(),"{(7.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(1.0, 90.0)}"
551,102644,3,8,"{(17.0, 135.0)}","{(7.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(1.0, 90.0)}"
552,102644,3,9,set(),set(),"{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(1.0, 90.0)}"
553,102644,3,10,set(),set(),"{(12.0, 225.0)}",set(),"{(1.0, 90.0)}"
554,102644,3,11,set(),set(),"{(12.0, 225.0), (11.0, 135.0)}",set(),"{(1.0, 90.0)}"
555,102644,3,12,set(),set(),"{(13.0, 225.0), (11.0, 135.0)}",set(),"{(1.0, 90.0)}"
556,102644,3,13,set(),"{(7.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}",set(),"{(1.0, 90.0)}"
557,102644,3,14,"{(22.0, 90.0)}","{(7.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}",set(),"{(1.0, 90.0)}"
558,102644,3,15,set(),"{(7.0, 180.0)}","{(18.0, 225.0)}",set(),"{(1.0, 90.0)}"
559,102644,3,16,set(),set(),"{(18.0, 225.0)}",set(),"{(8.0, 90.0)}"
560,102644,4,1,"{(2.0, 135.0)}",set(),set(),set(),set()
561,102644,4,2,"{(2.0, 135.0)}",set(),set(),set(),"{(11.0, 90.0)}"
562,102644,4,3,"{(2.0, 135.0)}",set(),"{(17.0, 135.0)}",set(),"{(11.0, 90.0)}"
563,102644,4,4,"{(2.0, 135.0)}",set(),"{(17.0, 135.0), (7.0, 45.0)}",set(),"{(11.0, 90.0)}"
564,102644,4,5,"{(2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}",set(),"{(11.0, 90.0)}"
565,102644,4,6,"{(2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
566,102644,4,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
567,102644,4,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
568,102644,4,9,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
569,102644,4,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
570,102644,4,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
571,102644,4,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
572,102644,4,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
573,102644,4,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
574,102644,4,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
575,102644,4,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(17.0, 135.0), (7.0, 45.0)}","{(23.0, 45.0)}","{(11.0, 90.0)}"
576,102912,1,1,set(),set(),"{(17.0, 0.0)}",set(),set()
577,102912,1,2,set(),"{(9.0, 180.0)}",set(),set(),set()
578,102912,1,3,set(),"{(9.0, 180.0)}","{(2.0, 0.0)}",set(),set()
579,102912,1,4,set(),"{(9.0, 180.0)}","{(2.0, 0.0)}",set(),set()
580,102912,1,5,set(),"{(9.0, 180.0)}","{(2.0, 0.0)}","{(24.0, 45.0)}",set()
581,102912,1,6,set(),"{(9.0, 180.0)}","{(17.0, 0.0)}","{(24.0, 45.0)}",set()
582,102912,1,7,set(),"{(9.0, 180.0)}","{(17.0, 0.0)}","{(11.0, 0.0)}",set()
583,102912,1,8,"{(12.0, 315.0)}","{(9.0, 180.0)}","{(17.0, 0.0)}","{(11.0, 0.0)}",set()
584,102912,1,9,"{(12.0, 315.0), (12.0, 135.0)}","{(9.0, 180.0)}","{(17.0, 0.0)}","{(11.0, 0.0)}",set()
585,102912,1,10,"{(12.0, 315.0), (12.0, 135.0)}","{(9.0, 180.0)}",set(),"{(11.0, 0.0)}","{(19.0, 135.0)}"
586,102912,1,11,"{(12.0, 135.0), (22.0, 0.0)}","{(9.0, 180.0)}",set(),"{(11.0, 0.0)}","{(19.0, 135.0)}"
587,102912,1,12,"{(12.0, 135.0), (22.0, 0.0)}","{(9.0, 180.0)}",set(),"{(11.0, 0.0)}","{(16.0, 90.0)}"
588,102912,1,13,"{(17.0, 0.0), (22.0, 0.0)}","{(9.0, 180.0)}",set(),"{(11.0, 0.0)}","{(16.0, 90.0)}"
589,102912,1,14,"{(17.0, 0.0), (22.0, 0.0)}","{(9.0, 180.0)}",set(),"{(11.0, 0.0)}","{(16.0, 90.0)}"
590,102912,1,15,"{(17.0, 0.0), (22.0, 0.0)}","{(9.0, 180.0)}",set(),"{(19.0, 0.0)}","{(16.0, 90.0)}"
591,102912,1,16,"{(17.0, 0.0), (22.0, 0.0)}",set(),"{(7.0, 45.0)}","{(19.0, 0.0)}","{(16.0, 90.0)}"
592,102912,2,1,set(),set(),"{(13.0, 0.0)}",set(),set()
593,102912,2,2,set(),set(),"{(13.0, 0.0)}",set(),"{(11.0, 45.0)}"
594,102912,2,3,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}",set(),"{(11.0, 45.0)}"
595,102912,2,4,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
596,102912,2,5,set(),"{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
597,102912,2,6,set(),"{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
598,102912,2,7,"{(22.0, 315.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}",set(),"{(11.0, 45.0)}"
599,102912,2,8,"{(22.0, 315.0), (22.0, 135.0)}","{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}",set(),"{(11.0, 45.0)}"
600,102912,2,9,"{(22.0, 315.0), (22.0, 135.0)}",set(),"{(2.0, 0.0), (8.0, 135.0)}",set(),"{(11.0, 45.0)}"
601,102912,2,10,"{(22.0, 315.0), (22.0, 135.0)}",set(),"{(13.0, 0.0), (8.0, 135.0)}",set(),set()
602,102912,2,11,"{(22.0, 315.0), (22.0, 135.0)}",set(),"{(12.0, 180.0), (13.0, 0.0)}",set(),set()
603,102912,2,12,set(),set(),"{(12.0, 180.0), (13.0, 0.0)}",set(),"{(11.0, 45.0)}"
604,102912,2,13,set(),"{(19.0, 225.0)}","{(12.0, 180.0)}",set(),"{(11.0, 45.0)}"
605,102912,2,14,set(),"{(19.0, 225.0)}","{(12.0, 180.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
606,102912,2,15,set(),"{(19.0, 225.0)}","{(13.0, 270.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
607,102912,2,16,set(),set(),"{(2.0, 0.0), (13.0, 270.0)}",set(),set()
608,102912,3,1,set(),set(),set(),set(),"{(2.0, 45.0)}"
609,102912,3,2,set(),"{(6.0, 180.0)}",set(),set(),"{(2.0, 45.0)}"
610,102912,3,3,set(),"{(6.0, 180.0)}","{(11.0, 135.0)}",set(),"{(2.0, 45.0)}"
611,102912,3,4,set(),"{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}",set(),"{(2.0, 45.0)}"
612,102912,3,5,set(),"{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(19.0, 45.0)}","{(2.0, 45.0)}"
613,102912,3,6,"{(7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(19.0, 45.0)}","{(2.0, 45.0)}"
614,102912,3,7,"{(7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
615,102912,3,8,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
616,102912,3,9,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
617,102912,3,10,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
618,102912,3,11,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
619,102912,3,12,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
620,102912,3,13,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
621,102912,3,14,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
622,102912,3,15,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
623,102912,3,16,"{(9.0, 0.0), (7.0, 0.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (11.0, 135.0)}","{(13.0, 45.0)}","{(2.0, 45.0)}"
624,102912,4,1,set(),set(),set(),set(),"{(11.0, 90.0)}"
625,102912,4,2,"{(2.0, 135.0)}",set(),set(),set(),"{(11.0, 90.0)}"
626,102912,4,3,"{(2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
627,102912,4,4,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
628,102912,4,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
629,102912,4,6,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
630,102912,4,7,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(8.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
631,102912,4,8,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(8.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
632,102912,4,9,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
633,102912,4,10,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
634,102912,4,11,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
635,102912,4,12,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(14.0, 90.0)}"
636,102912,4,13,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(14.0, 90.0)}"
637,102912,4,14,"{(2.0, 135.0), (11.0, 0.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(14.0, 90.0)}"
638,102912,4,15,"{(2.0, 135.0), (11.0, 0.0)}",set(),set(),"{(23.0, 0.0)}","{(12.0, 90.0)}"
639,102912,4,16,"{(2.0, 135.0), (11.0, 0.0)}",set(),set(),"{(12.0, 45.0)}","{(12.0, 90.0)}"
