,sid,tangram nr,step,small triangle,middle triangle,big triangle,square,parallelogram
962,134945,1,3,"{(14.0, 135.0)}","{(9.0, 180.0)}","{(17.0, 0.0)}",set(),set()
963,134945,1,4,"{(14.0, 135.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}",set(),set()
964,134945,1,5,"{(12.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}",set(),set()
965,134945,1,6,"{(12.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}",set(),"{(6.0, 135.0)}"
966,134945,1,7,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}",set(),"{(6.0, 135.0)}"
967,134945,1,8,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
968,134945,1,9,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
969,134945,1,10,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
970,134945,1,11,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
971,134945,1,12,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
972,134945,1,13,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
973,134945,1,14,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
974,134945,1,15,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
975,134945,1,16,"{(12.0, 45.0), (6.0, 45.0)}","{(9.0, 180.0)}","{(17.0, 0.0), (8.0, 225.0)}","{(11.0, 0.0)}","{(6.0, 135.0)}"
976,134945,2,1,set(),set(),set(),set(),"{(13.0, 90.0)}"
977,134945,2,2,"{(18.0, 0.0)}",set(),set(),set(),"{(13.0, 90.0)}"
978,134945,2,3,"{(18.0, 0.0), (10.0, 135.0)}",set(),set(),set(),"{(13.0, 90.0)}"
979,134945,2,4,"{(10.0, 135.0)}",set(),"{(13.0, 180.0)}",set(),set()
980,134945,2,5,set(),set(),"{(2.0, 0.0), (13.0, 180.0)}",set(),set()
981,134945,2,6,set(),set(),"{(12.0, 0.0), (2.0, 0.0)}",set(),set()
982,134945,2,7,set(),"{(6.0, 315.0)}","{(12.0, 0.0), (2.0, 0.0)}",set(),set()
983,134945,2,8,set(),"{(6.0, 315.0)}","{(12.0, 0.0), (2.0, 0.0)}",set(),set()
984,134945,2,9,set(),"{(6.0, 315.0)}","{(2.0, 0.0), (13.0, 0.0)}",set(),set()
985,134945,2,10,set(),"{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}",set(),set()
986,134945,2,11,set(),"{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}",set(),"{(11.0, 45.0)}"
987,134945,2,12,set(),"{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
988,134945,2,13,"{(5.0, 90.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
989,134945,2,14,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
990,134945,2,15,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
991,134945,2,16,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
992,134945,3,1,set(),set(),"{(11.0, 135.0)}",set(),set()
993,134945,3,2,set(),set(),"{(11.0, 135.0)}",set(),"{(2.0, 45.0)}"
994,134945,3,3,set(),"{(6.0, 180.0)}","{(11.0, 135.0)}",set(),"{(2.0, 45.0)}"
995,134945,3,4,set(),"{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}",set(),"{(2.0, 45.0)}"
996,134945,3,5,set(),"{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(13.0, 0.0)}","{(2.0, 45.0)}"
997,134945,3,6,set(),"{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(13.0, 0.0)}","{(2.0, 45.0)}"
998,134945,3,7,set(),set(),"{(11.0, 135.0)}","{(2.0, 0.0)}",set()
999,134945,3,8,"{(3.0, 315.0)}",set(),"{(11.0, 135.0)}","{(2.0, 0.0)}",set()
1000,134945,3,9,"{(3.0, 315.0)}",set(),"{(11.0, 135.0)}","{(2.0, 0.0)}",set()
1001,134945,3,10,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(11.0, 135.0)}","{(2.0, 0.0)}",set()
1002,134945,3,11,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1003,134945,3,12,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(8.0, 90.0)}"
1004,134945,3,13,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(23.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(8.0, 90.0)}"
1005,134945,3,14,"{(1.0, 45.0), (3.0, 315.0)}",set(),set(),"{(2.0, 0.0)}","{(6.0, 90.0)}"
1006,134945,3,15,"{(1.0, 45.0), (3.0, 315.0)}","{(16.0, 135.0)}",set(),"{(2.0, 0.0)}","{(6.0, 90.0)}"
1007,134945,3,16,"{(1.0, 45.0), (3.0, 315.0)}","{(16.0, 135.0)}",set(),"{(2.0, 0.0)}","{(6.0, 90.0)}"
1008,134945,4,1,set(),set(),set(),set(),"{(11.0, 90.0)}"
1009,134945,4,2,set(),set(),"{(13.0, 270.0)}",set(),"{(11.0, 90.0)}"
1010,134945,4,3,set(),set(),"{(7.0, 45.0)}",set(),set()
1011,134945,4,4,set(),set(),"{(12.0, 135.0), (7.0, 45.0)}",set(),set()
1012,134945,4,5,set(),set(),"{(12.0, 135.0), (7.0, 45.0)}",set(),"{(11.0, 90.0)}"
1013,134945,4,6,set(),"{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}",set(),"{(11.0, 90.0)}"
1014,134945,4,7,"{(23.0, 0.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}",set(),"{(11.0, 90.0)}"
1015,134945,4,8,"{(23.0, 0.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1016,134945,4,9,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1017,134945,4,10,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1018,134945,4,11,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1019,134945,4,12,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1020,134945,4,13,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1021,134945,4,14,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1022,134945,4,15,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1023,134945,4,16,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1024,135838,1,1,set(),set(),set(),set(),"{(23.0, 90.0)}"
1025,135838,1,2,set(),"{(6.0, 135.0)}",set(),set(),"{(23.0, 90.0)}"
1026,135838,1,3,set(),"{(6.0, 135.0)}","{(7.0, 225.0)}",set(),"{(23.0, 90.0)}"
1027,135838,1,4,set(),set(),"{(7.0, 45.0), (7.0, 225.0)}",set(),"{(23.0, 90.0)}"
1028,135838,1,5,set(),set(),"{(7.0, 45.0), (7.0, 225.0)}",set(),"{(24.0, 90.0)}"
1029,135838,1,6,set(),set(),"{(7.0, 45.0), (7.0, 225.0)}","{(8.0, 0.0)}","{(24.0, 90.0)}"
1030,135838,1,7,set(),set(),"{(17.0, 0.0), (7.0, 225.0)}","{(8.0, 0.0)}","{(24.0, 90.0)}"
1031,135838,1,8,set(),set(),"{(17.0, 0.0), (7.0, 225.0)}",set(),"{(3.0, 135.0)}"
1032,135838,1,9,set(),set(),"{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1033,135838,1,10,set(),"{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1034,135838,1,11,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1035,135838,1,12,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1036,135838,1,13,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1037,135838,1,14,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1038,135838,1,15,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1039,135838,1,16,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(3.0, 135.0)}"
1040,135838,2,1,set(),set(),set(),"{(22.0, 0.0)}",set()
1041,135838,2,2,set(),"{(6.0, 225.0)}",set(),"{(22.0, 0.0)}",set()
1042,135838,2,3,set(),"{(6.0, 225.0)}","{(13.0, 0.0)}","{(22.0, 0.0)}",set()
1043,135838,2,4,set(),"{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}",set()
1044,135838,2,5,set(),"{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1045,135838,2,6,set(),"{(6.0, 225.0)}","{(13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1046,135838,2,7,"{(3.0, 225.0)}","{(6.0, 225.0)}","{(13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1047,135838,2,8,"{(3.0, 225.0)}","{(6.0, 225.0)}","{(13.0, 0.0), (3.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1048,135838,2,9,set(),set(),"{(2.0, 0.0)}",set(),set()
1049,135838,2,10,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}",set(),set()
1050,135838,2,11,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}",set(),"{(11.0, 45.0)}"
1051,135838,2,12,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1052,135838,2,13,set(),"{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1053,135838,2,14,"{(5.0, 90.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1054,135838,2,15,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1055,135838,2,16,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1056,135838,3,1,set(),set(),"{(11.0, 135.0)}",set(),set()
1057,135838,3,2,set(),set(),"{(11.0, 135.0)}",set(),"{(2.0, 45.0)}"
1058,135838,3,3,set(),"{(6.0, 180.0)}","{(11.0, 135.0)}",set(),"{(2.0, 45.0)}"
1059,135838,3,4,set(),"{(6.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}",set(),"{(2.0, 45.0)}"
1060,135838,3,5,set(),"{(6.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(2.0, 45.0)}"
1061,135838,3,6,"{(17.0, 135.0)}","{(6.0, 180.0)}","{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(2.0, 45.0)}"
1062,135838,3,7,"{(17.0, 135.0)}","{(17.0, 90.0)}","{(13.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(2.0, 45.0)}"
1063,135838,3,8,"{(17.0, 135.0)}",set(),"{(13.0, 225.0)}","{(11.0, 0.0)}",set()
1064,135838,3,9,"{(16.0, 135.0)}",set(),"{(13.0, 225.0)}","{(11.0, 0.0)}",set()
1065,135838,3,10,"{(10.0, 135.0), (16.0, 135.0)}",set(),"{(13.0, 225.0)}","{(11.0, 0.0)}",set()
1066,135838,3,11,"{(10.0, 135.0), (16.0, 135.0)}","{(12.0, 135.0)}",set(),"{(11.0, 0.0)}",set()
1067,135838,3,12,"{(10.0, 135.0), (16.0, 135.0)}","{(12.0, 135.0)}","{(17.0, 90.0)}","{(11.0, 0.0)}",set()
1068,135838,3,13,"{(10.0, 135.0), (16.0, 135.0)}",set(),"{(17.0, 90.0), (8.0, 0.0)}","{(11.0, 0.0)}",set()
1069,135838,3,14,"{(10.0, 135.0), (16.0, 135.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (8.0, 0.0)}","{(11.0, 0.0)}",set()
1070,135838,3,15,"{(10.0, 135.0), (16.0, 135.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (8.0, 0.0)}","{(11.0, 0.0)}","{(2.0, 45.0)}"
1071,135838,3,16,"{(10.0, 135.0), (16.0, 135.0)}","{(6.0, 180.0)}","{(17.0, 90.0), (8.0, 0.0)}","{(11.0, 0.0)}","{(2.0, 45.0)}"
1072,135838,4,1,set(),set(),set(),"{(23.0, 0.0)}",set()
1073,135838,4,2,"{(23.0, 0.0)}",set(),set(),"{(23.0, 0.0)}",set()
1074,135838,4,3,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}",set()
1075,135838,4,4,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
1076,135838,4,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1077,135838,4,6,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(14.0, 90.0)}","{(23.0, 0.0)}",set()
1078,135838,4,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(14.0, 90.0)}","{(23.0, 0.0)}",set()
1079,135838,4,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0)}","{(23.0, 0.0)}",set()
1080,135838,4,9,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}",set()
1081,135838,4,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1082,135838,4,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1083,135838,4,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1084,135838,4,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1085,135838,4,14,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1086,135838,4,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1087,135838,4,16,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1088,140907,1,1,set(),set(),"{(17.0, 0.0)}",set(),set()
1089,140907,1,2,set(),set(),"{(17.0, 0.0), (7.0, 315.0)}",set(),set()
1090,140907,1,3,"{(5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}",set(),set()
1091,140907,1,4,"{(5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}",set(),set()
1092,140907,1,5,"{(5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}","{(3.0, 0.0)}",set()
1093,140907,1,6,"{(4.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}","{(3.0, 0.0)}",set()
1094,140907,1,7,"{(4.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}","{(3.0, 0.0)}","{(7.0, 45.0)}"
1095,140907,1,8,"{(4.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}","{(8.0, 0.0)}","{(7.0, 45.0)}"
1096,140907,1,9,"{(4.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}","{(8.0, 0.0)}","{(2.0, 90.0)}"
1097,140907,1,10,"{(4.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}","{(3.0, 0.0)}","{(2.0, 90.0)}"
1098,140907,1,11,"{(4.0, 315.0), (5.0, 45.0)}","{(12.0, 135.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(3.0, 0.0)}","{(2.0, 90.0)}"
1099,140907,1,12,"{(4.0, 315.0), (5.0, 45.0)}","{(12.0, 135.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(6.0, 0.0)}","{(2.0, 90.0)}"
1100,140907,1,13,"{(4.0, 315.0), (5.0, 45.0)}","{(12.0, 135.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(6.0, 0.0)}","{(2.0, 90.0)}"
1101,140907,1,14,"{(7.0, 315.0), (5.0, 45.0)}","{(12.0, 135.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(6.0, 0.0)}","{(2.0, 90.0)}"
1102,140907,1,15,"{(7.0, 315.0), (5.0, 45.0)}","{(12.0, 135.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(6.0, 0.0)}","{(2.0, 90.0)}"
1103,140907,1,16,"{(7.0, 315.0), (5.0, 45.0)}","{(12.0, 135.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(8.0, 0.0)}","{(2.0, 90.0)}"
1104,140907,2,1,set(),set(),set(),"{(22.0, 0.0)}",set()
1105,140907,2,2,set(),set(),"{(13.0, 0.0)}","{(22.0, 0.0)}",set()
1106,140907,2,3,set(),"{(8.0, 45.0)}","{(13.0, 0.0)}","{(22.0, 0.0)}",set()
1107,140907,2,4,set(),"{(8.0, 45.0)}","{(13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1108,140907,2,5,set(),"{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1109,140907,2,6,"{(11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1110,140907,2,7,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1111,140907,2,8,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1112,140907,2,9,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1113,140907,2,10,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1114,140907,2,11,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1115,140907,2,12,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1116,140907,2,13,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1117,140907,2,14,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1118,140907,2,15,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1119,140907,2,16,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1120,140907,3,1,set(),set(),"{(11.0, 135.0)}",set(),set()
1121,140907,3,2,set(),set(),"{(11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1122,140907,3,3,set(),set(),"{(11.0, 135.0)}","{(12.0, 0.0)}","{(8.0, 90.0)}"
1123,140907,3,4,set(),set(),"{(13.0, 225.0), (11.0, 135.0)}",set(),set()
1124,140907,3,5,set(),set(),"{(13.0, 225.0), (11.0, 135.0)}","{(14.0, 0.0)}",set()
1125,140907,3,6,set(),set(),"{(13.0, 225.0), (11.0, 135.0)}","{(14.0, 0.0)}","{(2.0, 90.0)}"
1126,140907,3,7,set(),set(),"{(17.0, 225.0), (11.0, 135.0)}","{(14.0, 0.0)}","{(2.0, 90.0)}"
1127,140907,3,8,set(),set(),"{(17.0, 225.0), (11.0, 135.0)}","{(19.0, 0.0)}","{(2.0, 90.0)}"
1128,140907,3,9,set(),set(),"{(18.0, 225.0), (11.0, 135.0)}","{(19.0, 0.0)}","{(2.0, 90.0)}"
1129,140907,3,10,"{(1.0, 45.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(19.0, 0.0)}","{(2.0, 90.0)}"
1130,140907,3,11,"{(1.0, 45.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(19.0, 0.0)}","{(9.0, 90.0)}"
1131,140907,3,12,"{(1.0, 45.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(9.0, 90.0)}"
1132,140907,3,13,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(9.0, 90.0)}"
1133,140907,3,14,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(8.0, 90.0)}"
1134,140907,3,15,"{(1.0, 45.0), (3.0, 315.0)}","{(12.0, 225.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(8.0, 90.0)}"
1135,140907,3,16,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(14.0, 90.0)}"
1136,140907,4,1,"{(2.0, 135.0)}",set(),set(),set(),set()
1137,140907,4,2,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),set(),set()
1138,140907,4,3,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}",set()
1139,140907,4,4,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
1140,140907,4,5,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 135.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1141,140907,4,6,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1142,140907,4,7,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1143,140907,4,8,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1144,140907,4,9,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1145,140907,4,10,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1146,140907,4,11,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1147,140907,4,12,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1148,140907,4,13,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
