,tangram nr,item,grid_val,rot,counts
98,1,SQUARE,6.0,0.0,1
99,1,SQUARE,8.0,0.0,10
100,1,SQUARE,9.0,0.0,1
101,1,SQUARE,11.0,0.0,14
102,1,SQUARE,11.0,45.0,1
103,1,SQUARE,12.0,0.0,11
104,1,SQUARE,14.0,0.0,1
105,1,SQUARE,14.0,45.0,1
106,1,SQUARE,19.0,45.0,1
107,1,SQUARE,22.0,45.0,1
108,1,SQUARE,24.0,0.0,1
109,1,SQUARE,24.0,45.0,2
110,2,BIG-T,2.0,0.0,19
111,2,BIG-T,3.0,0.0,1
112,2,BIG-T,7.0,135.0,1
113,2,BIG-T,8.0,135.0,2
114,2,BIG-T,12.0,0.0,2
115,2,BIG-T,12.0,180.0,20
116,2,BIG-T,13.0,0.0,38
117,2,BIG-T,13.0,180.0,1
118,2,MIDDLE-T,6.0,225.0,16
119,2,MIDDLE-T,6.0,315.0,8
120,2,MIDDLE-T,8.0,45.0,7
121,2,MIDDLE-T,8.0,135.0,5
122,2,MIDDLE-T,11.0,0.0,3
123,2,MIDDLE-T,12.0,135.0,1
124,2,PARALL,10.0,45.0,1
125,2,PARALL,11.0,45.0,33
126,2,PARALL,11.0,90.0,2
127,2,PARALL,13.0,90.0,1
128,2,SMALL-T,1.0,0.0,4
129,2,SMALL-T,1.0,315.0,1
130,2,SMALL-T,3.0,0.0,10
131,2,SMALL-T,3.0,180.0,1
132,2,SMALL-T,5.0,90.0,11
133,2,SMALL-T,8.0,135.0,3
134,2,SMALL-T,8.0,225.0,1
135,2,SMALL-T,9.0,225.0,1
136,2,SMALL-T,9.0,270.0,17
137,2,SMALL-T,10.0,135.0,3
138,2,SMALL-T,11.0,0.0,1
139,2,SMALL-T,11.0,180.0,5
140,2,SMALL-T,12.0,45.0,1
141,2,SMALL-T,12.0,315.0,1
142,2,SMALL-T,13.0,180.0,8
143,2,SMALL-T,17.0,45.0,2
144,2,SMALL-T,17.0,135.0,2
145,2,SMALL-T,17.0,225.0,1
146,2,SMALL-T,17.0,315.0,2
147,2,SMALL-T,18.0,0.0,1
148,2,SMALL-T,23.0,315.0,1
149,2,SMALL-T,24.0,45.0,1
150,2,SQUARE,4.0,0.0,1
151,2,SQUARE,17.0,0.0,26
152,2,SQUARE,22.0,0.0,6
153,2,SQUARE,22.0,45.0,1
154,2,SQUARE,24.0,0.0,1
155,2,SQUARE,29.0,0.0,1
156,3,BIG-T,6.0,45.0,1
157,3,BIG-T,8.0,0.0,16
158,3,BIG-T,8.0,180.0,1
159,3,BIG-T,10.0,0.0,1
160,3,BIG-T,11.0,135.0,35
161,3,BIG-T,12.0,225.0,2
162,3,BIG-T,13.0,225.0,14
163,3,BIG-T,14.0,225.0,1
164,3,BIG-T,15.0,135.0,1
165,3,BIG-T,16.0,225.0,1
166,3,BIG-T,17.0,90.0,12
167,3,BIG-T,17.0,225.0,4
168,3,BIG-T,18.0,225.0,19
169,3,BIG-T,20.0,180.0,1
170,3,BIG-T,23.0,225.0,1
171,3,BIG-T,24.0,225.0,1
172,3,BIG-T,24.0,270.0,1
173,3,MIDDLE-T,3.0,180.0,1
174,3,MIDDLE-T,4.0,225.0,1
175,3,MIDDLE-T,6.0,0.0,1
176,3,MIDDLE-T,6.0,180.0,23
177,3,MIDDLE-T,7.0,180.0,6
178,3,MIDDLE-T,12.0,90.0,1
179,3,MIDDLE-T,12.0,135.0,1
180,3,MIDDLE-T,12.0,225.0,1
181,3,MIDDLE-T,12.0,270.0,1
182,3,MIDDLE-T,14.0,180.0,1
183,3,MIDDLE-T,15.0,0.0,1
184,3,MIDDLE-T,16.0,135.0,1
185,3,MIDDLE-T,17.0,90.0,1
186,3,MIDDLE-T,19.0,0.0,1
187,3,MIDDLE-T,19.0,315.0,1
188,3,MIDDLE-T,22.0,225.0,1
189,3,MIDDLE-T,23.0,90.0,1
190,3,MIDDLE-T,24.0,90.0,1
191,3,MIDDLE-T,24.0,225.0,1
192,3,PARALL,1.0,90.0,1
193,3,PARALL,1.0,135.0,4
194,3,PARALL,2.0,45.0,23
195,3,PARALL,2.0,90.0,1
196,3,PARALL,3.0,45.0,1
197,3,PARALL,8.0,90.0,8
198,3,PARALL,9.0,90.0,1
199,3,PARALL,11.0,45.0,1
200,3,PARALL,12.0,0.0,5
201,3,PARALL,12.0,45.0,1
202,3,PARALL,13.0,45.0,1
203,3,PARALL,17.0,0.0,1
204,3,PARALL,17.0,135.0,2
205,3,PARALL,19.0,90.0,1
206,3,PARALL,24.0,0.0,2
207,3,SMALL-T,1.0,45.0,10
208,3,SMALL-T,2.0,315.0,1
209,3,SMALL-T,3.0,315.0,12
210,3,SMALL-T,4.0,90.0,1
211,3,SMALL-T,7.0,0.0,3
212,3,SMALL-T,8.0,315.0,1
213,3,SMALL-T,9.0,0.0,5
214,3,SMALL-T,10.0,135.0,5
215,3,SMALL-T,12.0,90.0,6
216,3,SMALL-T,12.0,135.0,1
217,3,SMALL-T,12.0,225.0,1
218,3,SMALL-T,14.0,0.0,1
219,3,SMALL-T,14.0,45.0,1
220,3,SMALL-T,16.0,135.0,5
221,3,SMALL-T,17.0,90.0,1
222,3,SMALL-T,17.0,135.0,2
223,3,SMALL-T,19.0,225.0,1
224,3,SMALL-T,22.0,90.0,8
225,3,SMALL-T,22.0,225.0,1
226,3,SMALL-T,24.0,225.0,1
227,3,SQUARE,2.0,0.0,16
228,3,SQUARE,4.0,0.0,2
229,3,SQUARE,7.0,0.0,2
230,3,SQUARE,11.0,0.0,6
231,3,SQUARE,12.0,0.0,8
232,3,SQUARE,13.0,0.0,2
233,3,SQUARE,13.0,45.0,5
234,3,SQUARE,14.0,0.0,1
235,3,SQUARE,17.0,45.0,9
236,3,SQUARE,19.0,0.0,1
237,3,SQUARE,19.0,45.0,1
238,3,SQUARE,24.0,0.0,1
239,3,SQUARE,24.0,45.0,1
240,4,BIG-T,7.0,45.0,22
241,4,BIG-T,7.0,90.0,8
242,4,BIG-T,7.0,135.0,1
243,4,BIG-T,8.0,45.0,1
244,4,BIG-T,8.0,90.0,1
245,4,BIG-T,8.0,135.0,1
246,4,BIG-T,8.0,225.0,1
247,4,BIG-T,8.0,270.0,5
248,4,BIG-T,9.0,90.0,2
249,4,BIG-T,9.0,180.0,1
250,4,BIG-T,10.0,225.0,1
251,4,BIG-T,12.0,45.0,1
252,4,BIG-T,12.0,135.0,16
253,4,BIG-T,12.0,180.0,1
254,4,BIG-T,13.0,180.0,1
255,4,BIG-T,13.0,270.0,38
256,4,BIG-T,14.0,90.0,3
257,4,BIG-T,14.0,180.0,1
258,4,BIG-T,17.0,135.0,11
259,4,BIG-T,19.0,90.0,1
260,4,MIDDLE-T,3.0,225.0,1
261,4,MIDDLE-T,7.0,225.0,11
262,4,MIDDLE-T,8.0,135.0,3
263,4,MIDDLE-T,8.0,225.0,11
264,4,MIDDLE-T,12.0,180.0,1
265,4,MIDDLE-T,12.0,270.0,1
266,4,MIDDLE-T,13.0,270.0,1
267,4,MIDDLE-T,14.0,270.0,1
268,4,PARALL,7.0,135.0,1
269,4,PARALL,9.0,135.0,1
270,4,PARALL,11.0,45.0,2
271,4,PARALL,11.0,90.0,38
272,4,PARALL,11.0,135.0,1
273,4,PARALL,12.0,90.0,2
274,4,PARALL,13.0,45.0,1
275,4,PARALL,14.0,90.0,1
276,4,SMALL-T,2.0,90.0,1
277,4,SMALL-T,2.0,135.0,30
278,4,SMALL-T,11.0,0.0,2
279,4,SMALL-T,12.0,180.0,1
280,4,SMALL-T,12.0,270.0,1
281,4,SMALL-T,23.0,0.0,34
282,4,SQUARE,8.0,0.0,1
283,4,SQUARE,10.0,45.0,1
284,4,SQUARE,12.0,45.0,1
285,4,SQUARE,23.0,0.0,35
286,4,SQUARE,23.0,45.0,1
