,tangram nr,item,grid_val,rot,counts,strength
35,1,PARALL,24.0,45.0,1,0.005917159763313609
36,1,PARALL,24.0,135.0,1,0.005917159763313609
37,1,SMALL-T,1.0,225.0,1,0.005917159763313609
38,1,SMALL-T,3.0,315.0,1,0.005917159763313609
39,1,SMALL-T,4.0,315.0,3,0.01775147928994083
40,1,SMALL-T,5.0,45.0,5,0.029585798816568046
41,1,SMALL-T,6.0,45.0,1,0.005917159763313609
42,1,SMALL-T,7.0,315.0,1,0.005917159763313609
43,1,SMALL-T,8.0,135.0,1,0.005917159763313609
44,1,SMALL-T,9.0,315.0,3,0.01775147928994083
45,1,SMALL-T,11.0,45.0,3,0.01775147928994083
46,1,SMALL-T,11.0,135.0,2,0.011834319526627219
47,1,SMALL-T,11.0,315.0,2,0.011834319526627219
48,1,SMALL-T,12.0,45.0,3,0.01775147928994083
49,1,SMALL-T,12.0,135.0,2,0.011834319526627219
50,1,SMALL-T,12.0,315.0,2,0.011834319526627219
51,1,SMALL-T,14.0,45.0,1,0.005917159763313609
52,1,SMALL-T,15.0,225.0,1,0.005917159763313609
53,1,SMALL-T,16.0,0.0,1,0.005917159763313609
54,1,SMALL-T,17.0,0.0,1,0.005917159763313609
55,1,SMALL-T,22.0,0.0,1,0.005917159763313609
56,1,SQUARE,1.0,0.0,1,0.005917159763313609
57,1,SQUARE,3.0,0.0,1,0.005917159763313609
58,1,SQUARE,8.0,0.0,9,0.05325443786982249
59,1,SQUARE,11.0,0.0,6,0.03550295857988166
60,1,SQUARE,11.0,45.0,1,0.005917159763313609
61,1,SQUARE,12.0,0.0,6,0.03550295857988166
62,1,SQUARE,22.0,45.0,1,0.005917159763313609
63,1,SQUARE,24.0,45.0,1,0.005917159763313609
64,2,BIG-T,2.0,0.0,14,0.06666666666666667
65,2,BIG-T,3.0,0.0,1,0.004761904761904762
66,2,BIG-T,12.0,0.0,1,0.004761904761904762
67,2,BIG-T,12.0,180.0,16,0.0761904761904762
68,2,BIG-T,13.0,0.0,30,0.14285714285714285
69,2,MIDDLE-T,6.0,225.0,14,0.06666666666666667
70,2,MIDDLE-T,6.0,315.0,8,0.0380952380952381
71,2,MIDDLE-T,8.0,45.0,5,0.023809523809523808
72,2,MIDDLE-T,8.0,135.0,4,0.01904761904761905
73,2,PARALL,10.0,45.0,1,0.004761904761904762
74,2,PARALL,11.0,45.0,28,0.13333333333333333
75,2,PARALL,11.0,90.0,1,0.004761904761904762
76,2,PARALL,13.0,90.0,1,0.004761904761904762
77,2,SMALL-T,1.0,0.0,2,0.009523809523809525
78,2,SMALL-T,1.0,315.0,1,0.004761904761904762
79,2,SMALL-T,3.0,0.0,9,0.04285714285714286
80,2,SMALL-T,3.0,180.0,1,0.004761904761904762
81,2,SMALL-T,3.0,225.0,1,0.004761904761904762
82,2,SMALL-T,5.0,90.0,6,0.02857142857142857
83,2,SMALL-T,8.0,135.0,2,0.009523809523809525
84,2,SMALL-T,9.0,225.0,1,0.004761904761904762
85,2,SMALL-T,9.0,270.0,13,0.06190476190476191
86,2,SMALL-T,10.0,135.0,2,0.009523809523809525
87,2,SMALL-T,11.0,0.0,1,0.004761904761904762
88,2,SMALL-T,11.0,180.0,3,0.014285714285714285
89,2,SMALL-T,12.0,45.0,1,0.004761904761904762
90,2,SMALL-T,13.0,180.0,7,0.03333333333333333
91,2,SMALL-T,18.0,0.0,1,0.004761904761904762
92,2,SMALL-T,22.0,45.0,1,0.004761904761904762
93,2,SMALL-T,22.0,135.0,1,0.004761904761904762
94,2,SMALL-T,22.0,225.0,1,0.004761904761904762
95,2,SMALL-T,22.0,315.0,1,0.004761904761904762
96,2,SMALL-T,24.0,45.0,1,0.004761904761904762
97,2,SQUARE,17.0,0.0,3,0.014285714285714285
98,2,SQUARE,22.0,0.0,25,0.11904761904761904
99,2,SQUARE,22.0,45.0,1,0.004761904761904762
100,2,SQUARE,24.0,0.0,1,0.004761904761904762
101,3,BIG-T,8.0,0.0,12,0.06451612903225806
102,3,BIG-T,11.0,135.0,26,0.13978494623655913
103,3,BIG-T,12.0,225.0,1,0.005376344086021506
104,3,BIG-T,13.0,225.0,3,0.016129032258064516
105,3,BIG-T,14.0,225.0,1,0.005376344086021506
106,3,BIG-T,17.0,90.0,8,0.043010752688172046
107,3,BIG-T,17.0,225.0,2,0.010752688172043012
108,3,BIG-T,18.0,225.0,7,0.03763440860215054
109,3,BIG-T,20.0,180.0,1,0.005376344086021506
110,3,MIDDLE-T,3.0,180.0,1,0.005376344086021506
111,3,MIDDLE-T,6.0,180.0,15,0.08064516129032258
112,3,MIDDLE-T,7.0,180.0,3,0.016129032258064516
113,3,MIDDLE-T,12.0,90.0,1,0.005376344086021506
114,3,MIDDLE-T,17.0,90.0,1,0.005376344086021506
115,3,MIDDLE-T,19.0,315.0,1,0.005376344086021506
116,3,MIDDLE-T,22.0,225.0,1,0.005376344086021506
117,3,MIDDLE-T,24.0,90.0,1,0.005376344086021506
118,3,PARALL,1.0,90.0,1,0.005376344086021506
119,3,PARALL,1.0,135.0,3,0.016129032258064516
120,3,PARALL,2.0,45.0,15,0.08064516129032258
121,3,PARALL,2.0,90.0,1,0.005376344086021506
122,3,PARALL,8.0,90.0,3,0.016129032258064516
123,3,PARALL,12.0,0.0,3,0.016129032258064516
124,3,PARALL,12.0,45.0,1,0.005376344086021506
125,3,PARALL,13.0,45.0,1,0.005376344086021506
126,3,PARALL,17.0,135.0,1,0.005376344086021506
127,3,SMALL-T,1.0,45.0,6,0.03225806451612903
128,3,SMALL-T,3.0,315.0,9,0.04838709677419355
129,3,SMALL-T,4.0,90.0,1,0.005376344086021506
130,3,SMALL-T,7.0,0.0,2,0.010752688172043012
131,3,SMALL-T,9.0,0.0,2,0.010752688172043012
132,3,SMALL-T,10.0,135.0,4,0.021505376344086023
133,3,SMALL-T,12.0,90.0,4,0.021505376344086023
134,3,SMALL-T,12.0,135.0,1,0.005376344086021506
135,3,SMALL-T,12.0,225.0,1,0.005376344086021506
136,3,SMALL-T,14.0,0.0,1,0.005376344086021506
137,3,SMALL-T,14.0,45.0,1,0.005376344086021506
138,3,SMALL-T,16.0,135.0,3,0.016129032258064516
139,3,SMALL-T,17.0,90.0,1,0.005376344086021506
140,3,SMALL-T,17.0,135.0,2,0.010752688172043012
141,3,SMALL-T,22.0,90.0,5,0.026881720430107527
142,3,SMALL-T,22.0,225.0,1,0.005376344086021506
143,3,SMALL-T,24.0,225.0,1,0.005376344086021506
144,3,SQUARE,2.0,0.0,9,0.04838709677419355
145,3,SQUARE,4.0,0.0,1,0.005376344086021506
146,3,SQUARE,7.0,0.0,1,0.005376344086021506
147,3,SQUARE,11.0,0.0,6,0.03225806451612903
148,3,SQUARE,12.0,0.0,1,0.005376344086021506
149,3,SQUARE,13.0,45.0,2,0.010752688172043012
150,3,SQUARE,17.0,45.0,6,0.03225806451612903
151,3,SQUARE,19.0,0.0,1,0.005376344086021506
152,4,BIG-T,7.0,45.0,16,0.08247422680412371
153,4,BIG-T,7.0,90.0,3,0.015463917525773196
154,4,BIG-T,8.0,90.0,1,0.005154639175257732
155,4,BIG-T,8.0,225.0,1,0.005154639175257732
156,4,BIG-T,8.0,270.0,2,0.010309278350515464
157,4,BIG-T,9.0,90.0,1,0.005154639175257732
158,4,BIG-T,12.0,135.0,13,0.06701030927835051
159,4,BIG-T,13.0,270.0,13,0.06701030927835051
160,4,BIG-T,14.0,90.0,1,0.005154639175257732
161,4,BIG-T,17.0,135.0,6,0.030927835051546393
162,4,MIDDLE-T,3.0,225.0,1,0.005154639175257732
163,4,MIDDLE-T,7.0,225.0,9,0.04639175257731959
164,4,MIDDLE-T,8.0,135.0,1,0.005154639175257732
165,4,MIDDLE-T,8.0,225.0,10,0.05154639175257732
166,4,MIDDLE-T,12.0,180.0,1,0.005154639175257732
167,4,MIDDLE-T,12.0,270.0,1,0.005154639175257732
168,4,MIDDLE-T,14.0,270.0,1,0.005154639175257732
169,4,PARALL,11.0,45.0,1,0.005154639175257732
170,4,PARALL,11.0,90.0,28,0.14432989690721648
171,4,PARALL,12.0,90.0,1,0.005154639175257732
172,4,SMALL-T,2.0,90.0,1,0.005154639175257732
173,4,SMALL-T,2.0,135.0,22,0.1134020618556701
174,4,SMALL-T,12.0,180.0,1,0.005154639175257732
175,4,SMALL-T,23.0,0.0,29,0.14948453608247422
176,4,SQUARE,10.0,45.0,1,0.005154639175257732
177,4,SQUARE,12.0,45.0,1,0.005154639175257732
178,4,SQUARE,23.0,0.0,27,0.13917525773195877
179,4,SQUARE,23.0,45.0,1,0.005154639175257732
