,tangram nr,item,grid_val,rot,counts,strength
107,3,MIDDLE-T,12.0,90.0,1,0.004784688995215311
108,3,MIDDLE-T,12.0,225.0,2,0.009569377990430622
109,3,MIDDLE-T,16.0,135.0,1,0.004784688995215311
110,3,MIDDLE-T,17.0,225.0,1,0.004784688995215311
111,3,MIDDLE-T,24.0,90.0,1,0.004784688995215311
112,3,PARALL,1.0,135.0,4,0.019138755980861243
113,3,PARALL,2.0,45.0,19,0.09090909090909091
114,3,PARALL,3.0,45.0,1,0.004784688995215311
115,3,PARALL,6.0,90.0,1,0.004784688995215311
116,3,PARALL,8.0,90.0,3,0.014354066985645933
117,3,PARALL,14.0,90.0,1,0.004784688995215311
118,3,PARALL,17.0,0.0,2,0.009569377990430622
119,3,SMALL-T,1.0,45.0,5,0.023923444976076555
120,3,SMALL-T,2.0,225.0,1,0.004784688995215311
121,3,SMALL-T,2.0,315.0,1,0.004784688995215311
122,3,SMALL-T,3.0,315.0,6,0.028708133971291867
123,3,SMALL-T,4.0,315.0,1,0.004784688995215311
124,3,SMALL-T,5.0,0.0,1,0.004784688995215311
125,3,SMALL-T,7.0,0.0,4,0.019138755980861243
126,3,SMALL-T,8.0,315.0,1,0.004784688995215311
127,3,SMALL-T,9.0,0.0,6,0.028708133971291867
128,3,SMALL-T,10.0,135.0,6,0.028708133971291867
129,3,SMALL-T,12.0,90.0,6,0.028708133971291867
130,3,SMALL-T,13.0,0.0,1,0.004784688995215311
131,3,SMALL-T,14.0,45.0,1,0.004784688995215311
132,3,SMALL-T,14.0,225.0,1,0.004784688995215311
133,3,SMALL-T,16.0,135.0,6,0.028708133971291867
134,3,SMALL-T,17.0,135.0,1,0.004784688995215311
135,3,SMALL-T,19.0,45.0,1,0.004784688995215311
136,3,SMALL-T,22.0,90.0,8,0.03827751196172249
137,3,SQUARE,2.0,0.0,7,0.03349282296650718
138,3,SQUARE,4.0,0.0,1,0.004784688995215311
139,3,SQUARE,11.0,0.0,7,0.03349282296650718
140,3,SQUARE,12.0,0.0,2,0.009569377990430622
141,3,SQUARE,13.0,45.0,5,0.023923444976076555
142,3,SQUARE,17.0,45.0,6,0.028708133971291867
143,3,SQUARE,24.0,0.0,1,0.004784688995215311
144,3,SQUARE,24.0,45.0,1,0.004784688995215311
145,4,BIG-T,7.0,45.0,24,0.11267605633802817
146,4,BIG-T,7.0,90.0,2,0.009389671361502348
147,4,BIG-T,8.0,225.0,1,0.004694835680751174
148,4,BIG-T,8.0,270.0,3,0.014084507042253521
149,4,BIG-T,12.0,135.0,16,0.07511737089201878
150,4,BIG-T,13.0,0.0,1,0.004694835680751174
151,4,BIG-T,13.0,270.0,5,0.023474178403755867
152,4,BIG-T,17.0,135.0,8,0.03755868544600939
153,4,MIDDLE-T,7.0,135.0,1,0.004694835680751174
154,4,MIDDLE-T,7.0,225.0,14,0.06572769953051644
155,4,MIDDLE-T,8.0,135.0,1,0.004694835680751174
156,4,MIDDLE-T,8.0,225.0,14,0.06572769953051644
157,4,PARALL,9.0,135.0,1,0.004694835680751174
158,4,PARALL,11.0,45.0,2,0.009389671361502348
159,4,PARALL,11.0,90.0,25,0.11737089201877934
160,4,PARALL,11.0,135.0,1,0.004694835680751174
161,4,PARALL,12.0,90.0,2,0.009389671361502348
162,4,SMALL-T,2.0,90.0,1,0.004694835680751174
163,4,SMALL-T,2.0,135.0,28,0.13145539906103287
164,4,SMALL-T,11.0,0.0,2,0.009389671361502348
165,4,SMALL-T,12.0,270.0,1,0.004694835680751174
166,4,SMALL-T,17.0,270.0,1,0.004694835680751174
167,4,SMALL-T,23.0,0.0,28,0.13145539906103287
168,4,SQUARE,12.0,45.0,1,0.004694835680751174
169,4,SQUARE,23.0,0.0,29,0.13615023474178403
170,4,SQUARE,23.0,45.0,1,0.004694835680751174
