,tangram nr,item,grid_val,rot,counts,strength
73,1,SMALL-T,12.0,45.0,16,0.014692378328741965
74,1,SMALL-T,12.0,135.0,14,0.012855831037649219
75,1,SMALL-T,12.0,315.0,25,0.02295684113865932
76,1,SMALL-T,14.0,45.0,12,0.011019283746556474
80,1,SMALL-T,17.0,0.0,8,0.0073461891643709825
81,1,SMALL-T,19.0,45.0,6,0.005509641873278237
83,1,SMALL-T,22.0,0.0,10,0.009182736455463728
85,1,SQUARE,1.0,0.0,6,0.005509641873278237
86,1,SQUARE,3.0,0.0,16,0.014692378328741965
89,1,SQUARE,8.0,0.0,33,0.030303030303030304
90,1,SQUARE,11.0,0.0,54,0.049586776859504134
91,1,SQUARE,11.0,45.0,6,0.005509641873278237
92,1,SQUARE,12.0,0.0,42,0.03856749311294766
93,1,SQUARE,22.0,45.0,6,0.005509641873278237
95,2,BIG-T,2.0,0.0,85,0.06724683544303797
99,2,BIG-T,8.0,135.0,4,0.0031645569620253164
102,2,BIG-T,12.0,180.0,94,0.07436708860759493
103,2,BIG-T,13.0,0.0,178,0.14082278481012658
105,2,MIDDLE-T,6.0,225.0,80,0.06329113924050633
106,2,MIDDLE-T,6.0,315.0,44,0.03481012658227848
107,2,MIDDLE-T,8.0,45.0,36,0.028481012658227847
108,2,MIDDLE-T,8.0,135.0,21,0.01661392405063291
109,2,MIDDLE-T,12.0,135.0,5,0.003955696202531646
110,2,PARALL,11.0,45.0,173,0.13686708860759494
111,2,PARALL,11.0,90.0,6,0.004746835443037975
113,2,PARALL,19.0,45.0,4,0.0031645569620253164
114,2,SMALL-T,1.0,0.0,16,0.012658227848101266
115,2,SMALL-T,1.0,315.0,6,0.004746835443037975
116,2,SMALL-T,3.0,0.0,59,0.04667721518987342
117,2,SMALL-T,3.0,180.0,4,0.0031645569620253164
118,2,SMALL-T,5.0,90.0,48,0.0379746835443038
120,2,SMALL-T,8.0,225.0,6,0.004746835443037975
121,2,SMALL-T,9.0,225.0,6,0.004746835443037975
122,2,SMALL-T,9.0,270.0,96,0.0759493670886076
123,2,SMALL-T,10.0,135.0,16,0.012658227848101266
125,2,SMALL-T,11.0,180.0,28,0.022151898734177215
127,2,SMALL-T,13.0,180.0,42,0.03322784810126582
128,2,SMALL-T,16.0,135.0,6,0.004746835443037975
129,2,SMALL-T,16.0,315.0,4,0.0031645569620253164
130,2,SMALL-T,17.0,135.0,6,0.004746835443037975
132,2,SMALL-T,17.0,315.0,5,0.003955696202531646
133,2,SMALL-T,18.0,0.0,5,0.003955696202531646
137,2,SQUARE,16.0,0.0,6,0.004746835443037975
138,2,SQUARE,17.0,0.0,132,0.10443037974683544
139,2,SQUARE,22.0,0.0,33,0.02610759493670886
141,2,SQUARE,24.0,0.0,6,0.004746835443037975
142,2,SQUARE,24.0,45.0,4,0.0031645569620253164
143,3,BIG-T,8.0,0.0,84,0.07298001737619461
147,3,BIG-T,11.0,135.0,138,0.11989574283231973
149,3,BIG-T,13.0,225.0,18,0.015638575152041704
150,3,BIG-T,15.0,135.0,5,0.004344048653344918
151,3,BIG-T,17.0,90.0,62,0.05386620330147698
152,3,BIG-T,17.0,225.0,8,0.0069504778453518675
153,3,BIG-T,18.0,225.0,43,0.03735881841876629
154,3,BIG-T,23.0,225.0,6,0.005212858384013901
156,3,MIDDLE-T,6.0,180.0,101,0.08774978279756733
157,3,MIDDLE-T,7.0,180.0,27,0.023457862728062554
158,3,MIDDLE-T,12.0,90.0,6,0.005212858384013901
160,3,MIDDLE-T,12.0,270.0,5,0.004344048653344918
164,3,MIDDLE-T,19.0,0.0,6,0.005212858384013901
166,3,MIDDLE-T,23.0,90.0,5,0.004344048653344918
169,3,PARALL,1.0,90.0,6,0.005212858384013901
170,3,PARALL,1.0,135.0,23,0.01998262380538662
171,3,PARALL,2.0,45.0,103,0.0894874022589053
173,3,PARALL,3.0,45.0,6,0.005212858384013901
175,3,PARALL,8.0,90.0,18,0.015638575152041704
176,3,PARALL,9.0,90.0,5,0.004344048653344918
179,3,PARALL,17.0,0.0,5,0.004344048653344918
180,3,PARALL,17.0,135.0,5,0.004344048653344918
182,3,SMALL-T,1.0,45.0,43,0.03735881841876629
184,3,SMALL-T,2.0,315.0,4,0.0034752389226759338
185,3,SMALL-T,3.0,315.0,49,0.04257167680278019
186,3,SMALL-T,4.0,90.0,4,0.0034752389226759338
188,3,SMALL-T,7.0,0.0,17,0.014769765421372719
189,3,SMALL-T,8.0,315.0,4,0.0034752389226759338
190,3,SMALL-T,9.0,0.0,28,0.02432667245873154
191,3,SMALL-T,10.0,135.0,31,0.02693310165073849
192,3,SMALL-T,12.0,90.0,35,0.030408340573414423
195,3,SMALL-T,14.0,0.0,4,0.0034752389226759338
196,3,SMALL-T,14.0,45.0,6,0.005212858384013901
198,3,SMALL-T,16.0,135.0,31,0.02693310165073849
199,3,SMALL-T,17.0,135.0,6,0.005212858384013901
200,3,SMALL-T,22.0,90.0,41,0.035621198957428324
202,3,SMALL-T,24.0,225.0,5,0.004344048653344918
203,3,SQUARE,2.0,0.0,44,0.038227628149435276
205,3,SQUARE,7.0,0.0,8,0.0069504778453518675
206,3,SQUARE,11.0,0.0,36,0.03127715030408341
207,3,SQUARE,12.0,0.0,11,0.009556907037358819
209,3,SQUARE,13.0,45.0,20,0.01737619461337967
210,3,SQUARE,17.0,45.0,39,0.03388357949609035
214,4,BIG-T,7.0,45.0,126,0.10413223140495868
215,4,BIG-T,7.0,90.0,9,0.00743801652892562
217,4,BIG-T,8.0,225.0,6,0.0049586776859504135
218,4,BIG-T,8.0,270.0,11,0.00909090909090909
220,4,BIG-T,12.0,135.0,86,0.07107438016528926
223,4,BIG-T,13.0,270.0,53,0.043801652892561986
225,4,BIG-T,17.0,135.0,49,0.04049586776859504
227,4,MIDDLE-T,3.0,225.0,6,0.0049586776859504135
228,4,MIDDLE-T,7.0,225.0,65,0.05371900826446281
229,4,MIDDLE-T,8.0,135.0,12,0.009917355371900827
230,4,MIDDLE-T,8.0,225.0,63,0.05206611570247934
233,4,MIDDLE-T,12.0,270.0,6,0.0049586776859504135
234,4,MIDDLE-T,14.0,270.0,4,0.003305785123966942
236,4,PARALL,9.0,135.0,4,0.003305785123966942
237,4,PARALL,11.0,45.0,12,0.009917355371900827
238,4,PARALL,11.0,90.0,153,0.12644628099173555
239,4,PARALL,11.0,135.0,4,0.003305785123966942
241,4,PARALL,13.0,45.0,5,0.004132231404958678
243,4,SMALL-T,2.0,90.0,6,0.0049586776859504135
244,4,SMALL-T,2.0,135.0,161,0.13305785123966943
245,4,SMALL-T,11.0,0.0,7,0.005785123966942148
246,4,SMALL-T,12.0,270.0,4,0.003305785123966942
249,4,SMALL-T,23.0,0.0,174,0.14380165289256197
250,4,SQUARE,8.0,0.0,5,0.004132231404958678
252,4,SQUARE,23.0,0.0,173,0.14297520661157026
253,4,SQUARE,23.0,45.0,6,0.0049586776859504135
